"","Genotype","ROI","Regressor","Decay.time"
"5457","SS42749",0,"Angle.RH_leg.th_fe",0.25
"5458","SS42749",0,"Angle.RH_leg.th_ti",0.95
"5459","SS42749",0,"Angle.RH_leg.roll_tr",0.25
"5460","SS42749",0,"Angle.RH_leg.th_ta",0.25
"5461","SS42749",1,"Angle.LF_leg.yaw",0.25
"5462","SS42749",1,"Angle.LF_leg.pitch",0.95
"5463","SS42749",1,"Angle.LF_leg.roll",0.25
"5464","SS42749",1,"Angle.LF_leg.th_fe",0.95
"5465","SS42749",1,"Angle.LF_leg.th_ti",0.25
"5466","SS42749",1,"Angle.LF_leg.roll_tr",0.25
"5467","SS42749",1,"Angle.LF_leg.th_ta",0.95
"5468","SS42749",1,"Angle.LM_leg.yaw",0.95
"5469","SS42749",1,"Angle.LM_leg.pitch",0.25
"5470","SS42749",1,"Angle.LM_leg.roll",0.25
"5471","SS42749",1,"Angle.LM_leg.th_fe",0.25
"5472","SS42749",1,"Angle.LM_leg.th_ti",0.25
"5473","SS42749",1,"Angle.LM_leg.roll_tr",0.25
"5474","SS42749",1,"Angle.LM_leg.th_ta",0.95
"5475","SS42749",1,"Angle.LH_leg.yaw",0.25
"5476","SS42749",1,"Angle.LH_leg.pitch",0.95
"5477","SS42749",1,"Angle.LH_leg.roll",0.25
"5478","SS42749",1,"Angle.LH_leg.th_fe",0.25
"5479","SS42749",1,"Angle.LH_leg.th_ti",0.25
"5480","SS42749",1,"Angle.LH_leg.roll_tr",0.25
"5481","SS42749",1,"Angle.LH_leg.th_ta",0.25
"5482","SS42749",1,"Angle.RF_leg.yaw",0.95
"5483","SS42749",1,"Angle.RF_leg.pitch",0.65
"5484","SS42749",1,"Angle.RF_leg.roll",0.25
"5485","SS42749",1,"Angle.RF_leg.th_fe",0.95
"5486","SS42749",1,"Angle.RF_leg.th_ti",0.35
"5487","SS42749",1,"Angle.RF_leg.roll_tr",0.25
"5488","SS42749",1,"Angle.RF_leg.th_ta",0.25
"5489","SS42749",1,"Angle.RM_leg.yaw",0.95
"5490","SS42749",1,"Angle.RM_leg.pitch",0.95
"5491","SS42749",1,"Angle.RM_leg.roll",0.25
"5492","SS42749",1,"Angle.RM_leg.th_fe",0.25
"5493","SS42749",1,"Angle.RM_leg.th_ti",0.95
"5494","SS42749",1,"Angle.RM_leg.roll_tr",0.25
"5495","SS42749",1,"Angle.RM_leg.th_ta",0.25
"5496","SS42749",1,"Angle.RH_leg.yaw",0.25
"5497","SS42749",1,"Angle.RH_leg.pitch",0.95
"5498","SS42749",1,"Angle.RH_leg.roll",0.25
"5499","SS42749",1,"Angle.RH_leg.th_fe",0.25
"5500","SS42749",1,"Angle.RH_leg.th_ti",0.25
"5501","SS42749",1,"Angle.RH_leg.roll_tr",0.25
"5502","SS42749",1,"Angle.RH_leg.th_ta",0.95
"5503","SS43652",0,"Angle.LF_leg.yaw",0.25
"5504","SS43652",0,"Angle.LF_leg.pitch",0.25
"5505","SS43652",0,"Angle.LF_leg.roll",0.25
"5506","SS43652",0,"Angle.LF_leg.th_fe",0.25
"5507","SS43652",0,"Angle.LF_leg.th_ti",0.95
"5508","SS43652",0,"Angle.LF_leg.roll_tr",0.95
"5509","SS43652",0,"Angle.LF_leg.th_ta",0.95
"5510","SS43652",0,"Angle.LM_leg.yaw",0.4
"5511","SS43652",0,"Angle.LM_leg.pitch",0.95
"5512","SS43652",0,"Angle.LM_leg.roll",0.25
"5513","SS43652",0,"Angle.LM_leg.th_fe",0.95
"5514","SS43652",0,"Angle.LM_leg.th_ti",0.95
"5515","SS43652",0,"Angle.LM_leg.roll_tr",0.25
"5516","SS43652",0,"Angle.LM_leg.th_ta",0.95
"5517","SS43652",0,"Angle.LH_leg.yaw",0.95
"5518","SS43652",0,"Angle.LH_leg.pitch",0.95
"5519","SS43652",0,"Angle.LH_leg.roll",0.95
"5520","SS43652",0,"Angle.LH_leg.th_fe",0.25
"5521","SS43652",0,"Angle.LH_leg.th_ti",0.6
"5522","SS43652",0,"Angle.LH_leg.roll_tr",0.25
"5523","SS43652",0,"Angle.LH_leg.th_ta",0.25
"5524","SS43652",0,"Angle.RF_leg.yaw",0.35
"5525","SS43652",0,"Angle.RF_leg.pitch",0.25
"5526","SS43652",0,"Angle.RF_leg.roll",0.25
"5527","SS43652",0,"Angle.RF_leg.th_fe",0.25
"5528","SS43652",0,"Angle.RF_leg.th_ti",0.95
"5529","SS43652",0,"Angle.RF_leg.roll_tr",0.95
"5530","SS43652",0,"Angle.RF_leg.th_ta",0.95
"5531","SS43652",0,"Angle.RM_leg.yaw",0.95
"5532","SS43652",0,"Angle.RM_leg.pitch",0.95
"5533","SS43652",0,"Angle.RM_leg.roll",0.95
"5534","SS43652",0,"Angle.RM_leg.th_fe",0.95
"5535","SS43652",0,"Angle.RM_leg.th_ti",0.95
"5536","SS43652",0,"Angle.RM_leg.roll_tr",0.25
"5537","SS43652",0,"Angle.RM_leg.th_ta",0.95
"5538","SS43652",0,"Angle.RH_leg.yaw",0.7
"5539","SS43652",0,"Angle.RH_leg.pitch",0.95
"5540","SS43652",0,"Angle.RH_leg.roll",0.95
"5541","SS43652",0,"Angle.RH_leg.th_fe",0.25
"5542","SS43652",0,"Angle.RH_leg.th_ti",0.25
"5543","SS43652",0,"Angle.RH_leg.roll_tr",0.95
"5544","SS43652",0,"Angle.RH_leg.th_ta",0.25
"5545","SS43652",1,"Angle.LF_leg.yaw",0.95
"5546","SS43652",1,"Angle.LF_leg.pitch",0.95
"5547","SS43652",1,"Angle.LF_leg.roll",0.95
"5548","SS43652",1,"Angle.LF_leg.th_fe",0.95
"5549","SS43652",1,"Angle.LF_leg.th_ti",0.25
"5550","SS43652",1,"Angle.LF_leg.roll_tr",0.25
"5551","SS43652",1,"Angle.LF_leg.th_ta",0.95
"5552","SS43652",1,"Angle.LM_leg.yaw",0.95
"5553","SS43652",1,"Angle.LM_leg.pitch",0.25
"5554","SS43652",1,"Angle.LM_leg.roll",0.25
"5555","SS43652",1,"Angle.LM_leg.th_fe",0.95
"5556","SS43652",1,"Angle.LM_leg.th_ti",0.95
"5557","SS43652",1,"Angle.LM_leg.roll_tr",0.35
"5558","SS43652",1,"Angle.LM_leg.th_ta",0.25
"5559","SS43652",1,"Angle.LH_leg.yaw",0.35
"5560","SS43652",1,"Angle.LH_leg.pitch",0.25
"5561","SS43652",1,"Angle.LH_leg.roll",0.95
"5562","SS43652",1,"Angle.LH_leg.th_fe",0.95
"5563","SS43652",1,"Angle.LH_leg.th_ti",0.95
"5564","SS43652",1,"Angle.LH_leg.roll_tr",0.25
"5565","SS43652",1,"Angle.LH_leg.th_ta",0.25
"5566","SS43652",1,"Angle.RF_leg.yaw",0.95
"5567","SS43652",1,"Angle.RF_leg.pitch",0.95
"5568","SS43652",1,"Angle.RF_leg.roll",0.25
"5569","SS43652",1,"Angle.RF_leg.th_fe",0.95
"5570","SS43652",1,"Angle.RF_leg.th_ti",0.95
"5571","SS43652",1,"Angle.RF_leg.roll_tr",0.25
"5572","SS43652",1,"Angle.RF_leg.th_ta",0.25
"5573","SS43652",1,"Angle.RM_leg.yaw",0.25
"5574","SS43652",1,"Angle.RM_leg.pitch",0.25
"5575","SS43652",1,"Angle.RM_leg.roll",0.25
"5576","SS43652",1,"Angle.RM_leg.th_fe",0.95
"5577","SS43652",1,"Angle.RM_leg.th_ti",0.95
"5578","SS43652",1,"Angle.RM_leg.roll_tr",0.25
"5579","SS43652",1,"Angle.RM_leg.th_ta",0.95
"5580","SS43652",1,"Angle.RH_leg.yaw",0.25
"5581","SS43652",1,"Angle.RH_leg.pitch",0.25
"5582","SS43652",1,"Angle.RH_leg.roll",0.25
"5583","SS43652",1,"Angle.RH_leg.th_fe",0.95
"5584","SS43652",1,"Angle.RH_leg.th_ti",0.95
"5585","SS43652",1,"Angle.RH_leg.roll_tr",0.95
"5586","SS43652",1,"Angle.RH_leg.th_ta",0.95
"5587","SS43652",2,"Angle.LF_leg.yaw",0.9
"5588","SS43652",2,"Angle.LF_leg.pitch",0.25
"5589","SS43652",2,"Angle.LF_leg.roll",0.25
"5590","SS43652",2,"Angle.LF_leg.th_fe",0.25
"5591","SS43652",2,"Angle.LF_leg.th_ti",0.95
"5592","SS43652",2,"Angle.LF_leg.roll_tr",0.95
"5593","SS43652",2,"Angle.LF_leg.th_ta",0.85
"5594","SS43652",2,"Angle.LM_leg.yaw",0.25
"5595","SS43652",2,"Angle.LM_leg.pitch",0.95
"5596","SS43652",2,"Angle.LM_leg.roll",0.4
"5597","SS43652",2,"Angle.LM_leg.th_fe",0.95
"5598","SS43652",2,"Angle.LM_leg.th_ti",0.95
"5599","SS43652",2,"Angle.LM_leg.roll_tr",0.25
"5600","SS43652",2,"Angle.LM_leg.th_ta",0.95
"5601","SS43652",2,"Angle.LH_leg.yaw",0.95
"5602","SS43652",2,"Angle.LH_leg.pitch",0.95
"5603","SS43652",2,"Angle.LH_leg.roll",0.95
"5604","SS43652",2,"Angle.LH_leg.th_fe",0.25
"5605","SS43652",2,"Angle.LH_leg.th_ti",0.5
"5606","SS43652",2,"Angle.LH_leg.roll_tr",0.25
"5607","SS43652",2,"Angle.LH_leg.th_ta",0.4
"5608","SS43652",2,"Angle.RF_leg.yaw",0.5
"5609","SS43652",2,"Angle.RF_leg.pitch",0.25
"5610","SS43652",2,"Angle.RF_leg.roll",0.95
"5611","SS43652",2,"Angle.RF_leg.th_fe",0.25
"5612","SS43652",2,"Angle.RF_leg.th_ti",0.95
"5613","SS43652",2,"Angle.RF_leg.roll_tr",0.95
"5614","SS43652",2,"Angle.RF_leg.th_ta",0.9
"5615","SS43652",2,"Angle.RM_leg.yaw",0.95
"5616","SS43652",2,"Angle.RM_leg.pitch",0.95
"5617","SS43652",2,"Angle.RM_leg.roll",0.95
"5618","SS43652",2,"Angle.RM_leg.th_fe",0.95
"5619","SS43652",2,"Angle.RM_leg.th_ti",0.95
"5620","SS43652",2,"Angle.RM_leg.roll_tr",0.95
"5621","SS43652",2,"Angle.RM_leg.th_ta",0.95
"5622","SS43652",2,"Angle.RH_leg.yaw",0.95
"5623","SS43652",2,"Angle.RH_leg.pitch",0.95
"5624","SS43652",2,"Angle.RH_leg.roll",0.95
"5625","SS43652",2,"Angle.RH_leg.th_fe",0.95
"5626","SS43652",2,"Angle.RH_leg.th_ti",0.95
"5627","SS43652",2,"Angle.RH_leg.roll_tr",0.95
"5628","SS43652",2,"Angle.RH_leg.th_ta",0.25
"5629","SS43652",3,"Angle.LF_leg.yaw",0.25
"5630","SS43652",3,"Angle.LF_leg.pitch",0.95
"5631","SS43652",3,"Angle.LF_leg.roll",0.25
"5632","SS43652",3,"Angle.LF_leg.th_fe",0.25
"5633","SS43652",3,"Angle.LF_leg.th_ti",0.95
"5634","SS43652",3,"Angle.LF_leg.roll_tr",0.7
"5635","SS43652",3,"Angle.LF_leg.th_ta",0.95
"5636","SS43652",3,"Angle.LM_leg.yaw",0.25
"5637","SS43652",3,"Angle.LM_leg.pitch",0.95
"5638","SS43652",3,"Angle.LM_leg.roll",0.25
"5639","SS43652",3,"Angle.LM_leg.th_fe",0.95
"5640","SS43652",3,"Angle.LM_leg.th_ti",0.95
"5641","SS43652",3,"Angle.LM_leg.roll_tr",0.25
"5642","SS43652",3,"Angle.LM_leg.th_ta",0.95
"5643","SS43652",3,"Angle.LH_leg.yaw",0.95
"5644","SS43652",3,"Angle.LH_leg.pitch",0.95
"5645","SS43652",3,"Angle.LH_leg.roll",0.25
"5646","SS43652",3,"Angle.LH_leg.th_fe",0.25
"5647","SS43652",3,"Angle.LH_leg.th_ti",0.25
"5648","SS43652",3,"Angle.LH_leg.roll_tr",0.95
"5649","SS43652",3,"Angle.LH_leg.th_ta",0.25
"5650","SS43652",3,"Angle.RF_leg.yaw",0.25
"5651","SS43652",3,"Angle.RF_leg.pitch",0.25
"5652","SS43652",3,"Angle.RF_leg.roll",0.25
"5653","SS43652",3,"Angle.RF_leg.th_fe",0.25
"5654","SS43652",3,"Angle.RF_leg.th_ti",0.95
"5655","SS43652",3,"Angle.RF_leg.roll_tr",0.25
"5656","SS43652",3,"Angle.RF_leg.th_ta",0.95
"5657","SS43652",3,"Angle.RM_leg.yaw",0.95
"5658","SS43652",3,"Angle.RM_leg.pitch",0.95
"5659","SS43652",3,"Angle.RM_leg.roll",0.95
"5660","SS43652",3,"Angle.RM_leg.th_fe",0.95
"5661","SS43652",3,"Angle.RM_leg.th_ti",0.95
"5662","SS43652",3,"Angle.RM_leg.roll_tr",0.25
"5663","SS43652",3,"Angle.RM_leg.th_ta",0.95
"5664","SS43652",3,"Angle.RH_leg.yaw",0.6
"5665","SS43652",3,"Angle.RH_leg.pitch",0.95
"5666","SS43652",3,"Angle.RH_leg.roll",0.95
"5667","SS43652",3,"Angle.RH_leg.th_fe",0.25
"5668","SS43652",3,"Angle.RH_leg.th_ti",0.25
"5669","SS43652",3,"Angle.RH_leg.roll_tr",0.95
"5670","SS43652",3,"Angle.RH_leg.th_ta",0.95
"5671","SS43652",4,"Angle.LF_leg.yaw",0.25
"5672","SS43652",4,"Angle.LF_leg.pitch",0.25
"5673","SS43652",4,"Angle.LF_leg.roll",0.25
"5674","SS43652",4,"Angle.LF_leg.th_fe",0.25
"5675","SS43652",4,"Angle.LF_leg.th_ti",0.95
"5676","SS43652",4,"Angle.LF_leg.roll_tr",0.95
"5677","SS43652",4,"Angle.LF_leg.th_ta",0.95
"5678","SS43652",4,"Angle.LM_leg.yaw",0.35
"5679","SS43652",4,"Angle.LM_leg.pitch",0.95
"5680","SS43652",4,"Angle.LM_leg.roll",0.25
"5681","SS43652",4,"Angle.LM_leg.th_fe",0.95
"5682","SS43652",4,"Angle.LM_leg.th_ti",0.95
"5683","SS43652",4,"Angle.LM_leg.roll_tr",0.25
"5684","SS43652",4,"Angle.LM_leg.th_ta",0.95
"5685","SS43652",4,"Angle.LH_leg.yaw",0.95
"5686","SS43652",4,"Angle.LH_leg.pitch",0.95
"5687","SS43652",4,"Angle.LH_leg.roll",0.95
"5688","SS43652",4,"Angle.LH_leg.th_fe",0.25
"5689","SS43652",4,"Angle.LH_leg.th_ti",0.95
"5690","SS43652",4,"Angle.LH_leg.roll_tr",0.25
"5691","SS43652",4,"Angle.LH_leg.th_ta",0.95
"5692","SS43652",4,"Angle.RF_leg.yaw",0.25
"5693","SS43652",4,"Angle.RF_leg.pitch",0.25
"5694","SS43652",4,"Angle.RF_leg.roll",0.95
"5695","SS43652",4,"Angle.RF_leg.th_fe",0.25
"5696","SS43652",4,"Angle.RF_leg.th_ti",0.95
"5697","SS43652",4,"Angle.RF_leg.roll_tr",0.95
"5698","SS43652",4,"Angle.RF_leg.th_ta",0.95
"5699","SS43652",4,"Angle.RM_leg.yaw",0.95
"5700","SS43652",4,"Angle.RM_leg.pitch",0.95
"5701","SS43652",4,"Angle.RM_leg.roll",0.95
"5702","SS43652",4,"Angle.RM_leg.th_fe",0.95
"5703","SS43652",4,"Angle.RM_leg.th_ti",0.95
"5704","SS43652",4,"Angle.RM_leg.roll_tr",0.95
"5705","SS43652",4,"Angle.RM_leg.th_ta",0.25
"5706","SS43652",4,"Angle.RH_leg.yaw",0.95
"5707","SS43652",4,"Angle.RH_leg.pitch",0.95
"5708","SS43652",4,"Angle.RH_leg.roll",0.95
"5709","SS43652",4,"Angle.RH_leg.th_fe",0.95
"5710","SS43652",4,"Angle.RH_leg.th_ti",0.95
"5711","SS43652",4,"Angle.RH_leg.roll_tr",0.95
"5712","SS43652",4,"Angle.RH_leg.th_ta",0.4
"5713","SS44270",0,"Angle.LF_leg.yaw",0.25
"5714","SS44270",0,"Angle.LF_leg.pitch",0.95
"5715","SS44270",0,"Angle.LF_leg.roll",0.25
"5716","SS44270",0,"Angle.LF_leg.th_fe",0.8
"5717","SS44270",0,"Angle.LF_leg.th_ti",0.95
"5718","SS44270",0,"Angle.LF_leg.roll_tr",0.25
"5719","SS44270",0,"Angle.LF_leg.th_ta",0.25
"5720","SS44270",0,"Angle.LM_leg.yaw",0.95
"5721","SS44270",0,"Angle.LM_leg.pitch",0.25
"5722","SS44270",0,"Angle.LM_leg.roll",0.95
"5723","SS44270",0,"Angle.LM_leg.th_fe",0.25
"5724","SS44270",0,"Angle.LM_leg.th_ti",0.85
"5725","SS44270",0,"Angle.LM_leg.roll_tr",0.3
"5726","SS44270",0,"Angle.LM_leg.th_ta",0.95
"5727","SS44270",0,"Angle.LH_leg.yaw",0.6
"5728","SS44270",0,"Angle.LH_leg.pitch",0.95
"5729","SS44270",0,"Angle.LH_leg.roll",0.3
"5730","SS44270",0,"Angle.LH_leg.th_fe",0.25
"5731","SS44270",0,"Angle.LH_leg.th_ti",0.25
"5732","SS44270",0,"Angle.LH_leg.roll_tr",0.95
"5733","SS44270",0,"Angle.LH_leg.th_ta",0.25
"5734","SS44270",0,"Angle.RF_leg.yaw",0.25
"5735","SS44270",0,"Angle.RF_leg.pitch",0.95
"5736","SS44270",0,"Angle.RF_leg.roll",0.95
"5737","SS44270",0,"Angle.RF_leg.th_fe",0.25
"5738","SS44270",0,"Angle.RF_leg.th_ti",0.25
"5739","SS44270",0,"Angle.RF_leg.roll_tr",0.25
"5740","SS44270",0,"Angle.RF_leg.th_ta",0.95
"5741","SS44270",0,"Angle.RM_leg.yaw",0.95
"5742","SS44270",0,"Angle.RM_leg.pitch",0.4
"5743","SS44270",0,"Angle.RM_leg.roll",0.25
"5744","SS44270",0,"Angle.RM_leg.th_fe",0.6
"5745","SS44270",0,"Angle.RM_leg.th_ti",0.8
"5746","SS44270",0,"Angle.RM_leg.roll_tr",0.25
"5747","SS44270",0,"Angle.RM_leg.th_ta",0.35
"5748","SS44270",0,"Angle.RH_leg.yaw",0.95
"5749","SS44270",0,"Angle.RH_leg.pitch",0.3
"5750","SS44270",0,"Angle.RH_leg.roll",0.3
"5751","SS44270",0,"Angle.RH_leg.th_fe",0.95
"5752","SS44270",0,"Angle.RH_leg.th_ti",0.95
"5753","SS44270",0,"Angle.RH_leg.roll_tr",0.25
"5754","SS44270",0,"Angle.RH_leg.th_ta",0.95
"5755","SS44270",1,"Angle.LF_leg.yaw",0.25
"5756","SS44270",1,"Angle.LF_leg.pitch",0.95
"5757","SS44270",1,"Angle.LF_leg.roll",0.25
"5758","SS44270",1,"Angle.LF_leg.th_fe",0.95
"5759","SS44270",1,"Angle.LF_leg.th_ti",0.25
"5760","SS44270",1,"Angle.LF_leg.roll_tr",0.25
"5761","SS44270",1,"Angle.LF_leg.th_ta",0.95
"5762","SS44270",1,"Angle.LM_leg.yaw",0.95
"5763","SS44270",1,"Angle.LM_leg.pitch",0.25
"5764","SS44270",1,"Angle.LM_leg.roll",0.95
"5765","SS44270",1,"Angle.LM_leg.th_fe",0.25
"5766","SS44270",1,"Angle.LM_leg.th_ti",0.7
"5767","SS44270",1,"Angle.LM_leg.roll_tr",0.3
"5768","SS44270",1,"Angle.LM_leg.th_ta",0.95
"5769","SS44270",1,"Angle.LH_leg.yaw",0.95
"5770","SS44270",1,"Angle.LH_leg.pitch",0.95
"5771","SS44270",1,"Angle.LH_leg.roll",0.25
"5772","SS44270",1,"Angle.LH_leg.th_fe",0.25
"5773","SS44270",1,"Angle.LH_leg.th_ti",0.25
"5774","SS44270",1,"Angle.LH_leg.roll_tr",0.95
"5775","SS44270",1,"Angle.LH_leg.th_ta",0.25
"5776","SS44270",1,"Angle.RF_leg.yaw",0.25
"5777","SS44270",1,"Angle.RF_leg.pitch",0.3
"5778","SS44270",1,"Angle.RF_leg.roll",0.95
"5779","SS44270",1,"Angle.RF_leg.th_fe",0.25
"5780","SS44270",1,"Angle.RF_leg.th_ti",0.8
"5781","SS44270",1,"Angle.RF_leg.roll_tr",0.3
"5782","SS44270",1,"Angle.RF_leg.th_ta",0.95
"5783","SS44270",1,"Angle.RM_leg.yaw",0.95
"5784","SS44270",1,"Angle.RM_leg.pitch",0.95
"5785","SS44270",1,"Angle.RM_leg.roll",0.95
"5786","SS44270",1,"Angle.RM_leg.th_fe",0.7
"5787","SS44270",1,"Angle.RM_leg.th_ti",0.95
"5788","SS44270",1,"Angle.RM_leg.roll_tr",0.25
"5789","SS44270",1,"Angle.RM_leg.th_ta",0.85
"5790","SS44270",1,"Angle.RH_leg.yaw",0.95
"5791","SS44270",1,"Angle.RH_leg.pitch",0.25
"5792","SS44270",1,"Angle.RH_leg.roll",0.25
"5793","SS44270",1,"Angle.RH_leg.th_fe",0.25
"5794","SS44270",1,"Angle.RH_leg.th_ti",0.25
"5795","SS44270",1,"Angle.RH_leg.roll_tr",0.95
"5796","SS44270",1,"Angle.RH_leg.th_ta",0.95
"5797","SS44270",2,"Angle.LF_leg.yaw",0.25
"5798","SS44270",2,"Angle.LF_leg.pitch",0.25
"5799","SS44270",2,"Angle.LF_leg.roll",0.25
"5800","SS44270",2,"Angle.LF_leg.th_fe",0.25
"5801","SS44270",2,"Angle.LF_leg.th_ti",0.25
"5802","SS44270",2,"Angle.LF_leg.roll_tr",0.25
"5803","SS44270",2,"Angle.LF_leg.th_ta",0.25
"5804","SS44270",2,"Angle.LM_leg.yaw",0.95
"5805","SS44270",2,"Angle.LM_leg.pitch",0.95
"5806","SS44270",2,"Angle.LM_leg.roll",0.95
"5807","SS44270",2,"Angle.LM_leg.th_fe",0.25
"5808","SS44270",2,"Angle.LM_leg.th_ti",0.25
"5809","SS44270",2,"Angle.LM_leg.roll_tr",0.95
"5810","SS44270",2,"Angle.LM_leg.th_ta",0.25
"5811","SS44270",2,"Angle.LH_leg.yaw",0.95
"5812","SS44270",2,"Angle.LH_leg.pitch",0.25
"5813","SS44270",2,"Angle.LH_leg.roll",0.95
"5814","SS44270",2,"Angle.LH_leg.th_fe",0.95
"5815","SS44270",2,"Angle.LH_leg.th_ti",0.95
"5816","SS44270",2,"Angle.LH_leg.roll_tr",0.95
"5817","SS44270",2,"Angle.LH_leg.th_ta",0.9
"5818","SS44270",2,"Angle.RF_leg.yaw",0.95
"5819","SS44270",2,"Angle.RF_leg.pitch",0.25
"5820","SS44270",2,"Angle.RF_leg.roll",0.25
"5821","SS44270",2,"Angle.RF_leg.th_fe",0.25
"5822","SS44270",2,"Angle.RF_leg.th_ti",0.25
"5823","SS44270",2,"Angle.RF_leg.roll_tr",0.95
"5824","SS44270",2,"Angle.RF_leg.th_ta",0.95
"5825","SS44270",2,"Angle.RM_leg.yaw",0.25
"5826","SS44270",2,"Angle.RM_leg.pitch",0.35
"5827","SS44270",2,"Angle.RM_leg.roll",0.25
"5828","SS44270",2,"Angle.RM_leg.th_fe",0.25
"5829","SS44270",2,"Angle.RM_leg.th_ti",0.25
"5830","SS44270",2,"Angle.RM_leg.roll_tr",0.95
"5831","SS44270",2,"Angle.RM_leg.th_ta",0.95
"5832","SS44270",2,"Angle.RH_leg.yaw",0.35
"5833","SS44270",2,"Angle.RH_leg.pitch",0.3
"5834","SS44270",2,"Angle.RH_leg.roll",0.25
"5835","SS44270",2,"Angle.RH_leg.th_fe",0.25
"5836","SS44270",2,"Angle.RH_leg.th_ti",0.95
"5837","SS44270",2,"Angle.RH_leg.roll_tr",0.65
"5838","SS44270",2,"Angle.RH_leg.th_ta",0.25
"5839","SS45363",0,"Angle.LF_leg.yaw",0.25
"5840","SS45363",0,"Angle.LF_leg.pitch",0.95
"5841","SS45363",0,"Angle.LF_leg.roll",0.95
"5842","SS45363",0,"Angle.LF_leg.th_fe",0.85
"5843","SS45363",0,"Angle.LF_leg.th_ti",0.95
"5844","SS45363",0,"Angle.LF_leg.roll_tr",0.95
"5845","SS45363",0,"Angle.LF_leg.th_ta",0.25
"5846","SS45363",0,"Angle.LM_leg.yaw",0.95
"5847","SS45363",0,"Angle.LM_leg.pitch",0.25
"5848","SS45363",0,"Angle.LM_leg.roll",0.25
"5849","SS45363",0,"Angle.LM_leg.th_fe",0.35
"5850","SS45363",0,"Angle.LM_leg.th_ti",0.95
"5851","SS45363",0,"Angle.LM_leg.roll_tr",0.25
"5852","SS45363",0,"Angle.LM_leg.th_ta",0.95
"5853","SS45363",0,"Angle.LH_leg.yaw",0.95
"5854","SS45363",0,"Angle.LH_leg.pitch",0.25
"5855","SS45363",0,"Angle.LH_leg.roll",0.95
"5856","SS45363",0,"Angle.LH_leg.th_fe",0.95
"5857","SS45363",0,"Angle.LH_leg.th_ti",0.95
"5858","SS45363",0,"Angle.LH_leg.roll_tr",0.25
"5859","SS45363",0,"Angle.LH_leg.th_ta",0.25
"5860","SS45363",0,"Angle.RF_leg.yaw",0.25
"5861","SS45363",0,"Angle.RF_leg.pitch",0.95
"5862","SS45363",0,"Angle.RF_leg.roll",0.95
"5863","SS45363",0,"Angle.RF_leg.th_fe",0.95
"5864","SS45363",0,"Angle.RF_leg.th_ti",0.5
"5865","SS45363",0,"Angle.RF_leg.roll_tr",0.25
"5866","SS45363",0,"Angle.RF_leg.th_ta",0.7
"5867","SS45363",0,"Angle.RM_leg.yaw",0.95
"5868","SS45363",0,"Angle.RM_leg.pitch",0.25
"5869","SS45363",0,"Angle.RM_leg.roll",0.95
"5870","SS45363",0,"Angle.RM_leg.th_fe",0.55
"5871","SS45363",0,"Angle.RM_leg.th_ti",0.95
"5872","SS45363",0,"Angle.RM_leg.roll_tr",0.95
"5873","SS45363",0,"Angle.RM_leg.th_ta",0.25
"5874","SS45363",0,"Angle.RH_leg.yaw",0.95
"5875","SS45363",0,"Angle.RH_leg.pitch",0.25
"5876","SS45363",0,"Angle.RH_leg.roll",0.95
"5877","SS45363",0,"Angle.RH_leg.th_fe",0.95
"5878","SS45363",0,"Angle.RH_leg.th_ti",0.95
"5879","SS45363",0,"Angle.RH_leg.roll_tr",0.95
"5880","SS45363",0,"Angle.RH_leg.th_ta",0.25
"5881","SS45363",1,"Angle.LF_leg.yaw",0.25
"5882","SS45363",1,"Angle.LF_leg.pitch",0.95
"5883","SS45363",1,"Angle.LF_leg.roll",0.95
"5884","SS45363",1,"Angle.LF_leg.th_fe",0.95
"5885","SS45363",1,"Angle.LF_leg.th_ti",0.25
"5886","SS45363",1,"Angle.LF_leg.roll_tr",0.25
"5887","SS45363",1,"Angle.LF_leg.th_ta",0.95
"5888","SS45363",1,"Angle.LM_leg.yaw",0.95
"5889","SS45363",1,"Angle.LM_leg.pitch",0.25
"5890","SS45363",1,"Angle.LM_leg.roll",0.25
"5891","SS45363",1,"Angle.LM_leg.th_fe",0.25
"5892","SS45363",1,"Angle.LM_leg.th_ti",0.95
"5893","SS45363",1,"Angle.LM_leg.roll_tr",0.25
"5894","SS45363",1,"Angle.LM_leg.th_ta",0.95
"5895","SS45363",1,"Angle.LH_leg.yaw",0.95
"5896","SS45363",1,"Angle.LH_leg.pitch",0.25
"5897","SS45363",1,"Angle.LH_leg.roll",0.25
"5898","SS45363",1,"Angle.LH_leg.th_fe",0.95
"5899","SS45363",1,"Angle.LH_leg.th_ti",0.95
"5900","SS45363",1,"Angle.LH_leg.roll_tr",0.25
"5901","SS45363",1,"Angle.LH_leg.th_ta",0.25
"5902","SS45363",1,"Angle.RF_leg.yaw",0.25
"5903","SS45363",1,"Angle.RF_leg.pitch",0.25
"5904","SS45363",1,"Angle.RF_leg.roll",0.95
"5905","SS45363",1,"Angle.RF_leg.th_fe",0.95
"5906","SS45363",1,"Angle.RF_leg.th_ti",0.25
"5907","SS45363",1,"Angle.RF_leg.roll_tr",0.25
"5908","SS45363",1,"Angle.RF_leg.th_ta",0.75
"5909","SS45363",1,"Angle.RM_leg.yaw",0.55
"5910","SS45363",1,"Angle.RM_leg.pitch",0.95
"5911","SS45363",1,"Angle.RM_leg.roll",0.25
"5912","SS45363",1,"Angle.RM_leg.th_fe",0.25
"5913","SS45363",1,"Angle.RM_leg.th_ti",0.25
