"","Genotype","ROI","Regressor","Decay.time"
"1414","SS25451",5,"Angle.RF_leg.th_ta",0.25
"1415","SS25451",5,"Angle.RM_leg.yaw",0.95
"1416","SS25451",5,"Angle.RM_leg.pitch",0.95
"1417","SS25451",5,"Angle.RM_leg.roll",0.95
"1418","SS25451",5,"Angle.RM_leg.th_fe",0.95
"1419","SS25451",5,"Angle.RM_leg.th_ti",0.95
"1420","SS25451",5,"Angle.RM_leg.roll_tr",0.25
"1421","SS25451",5,"Angle.RM_leg.th_ta",0.55
"1422","SS25451",5,"Angle.RH_leg.yaw",0.95
"1423","SS25451",5,"Angle.RH_leg.pitch",0.95
"1424","SS25451",5,"Angle.RH_leg.roll",0.95
"1425","SS25451",5,"Angle.RH_leg.th_fe",0.95
"1426","SS25451",5,"Angle.RH_leg.th_ti",0.95
"1427","SS25451",5,"Angle.RH_leg.roll_tr",0.95
"1428","SS25451",5,"Angle.RH_leg.th_ta",0.25
"1429","SS25451",6,"Angle.LF_leg.yaw",0.95
"1430","SS25451",6,"Angle.LF_leg.pitch",0.95
"1431","SS25451",6,"Angle.LF_leg.roll",0.65
"1432","SS25451",6,"Angle.LF_leg.th_fe",0.25
"1433","SS25451",6,"Angle.LF_leg.th_ti",0.35
"1434","SS25451",6,"Angle.LF_leg.roll_tr",0.8
"1435","SS25451",6,"Angle.LF_leg.th_ta",0.25
"1436","SS25451",6,"Angle.LM_leg.yaw",0.35
"1437","SS25451",6,"Angle.LM_leg.pitch",0.25
"1438","SS25451",6,"Angle.LM_leg.roll",0.65
"1439","SS25451",6,"Angle.LM_leg.th_fe",0.35
"1440","SS25451",6,"Angle.LM_leg.th_ti",0.3
"1441","SS25451",6,"Angle.LM_leg.roll_tr",0.95
"1442","SS25451",6,"Angle.LM_leg.th_ta",0.25
"1443","SS25451",6,"Angle.LH_leg.yaw",0.95
"1444","SS25451",6,"Angle.LH_leg.pitch",0.35
"1445","SS25451",6,"Angle.LH_leg.roll",0.25
"1446","SS25451",6,"Angle.LH_leg.th_fe",0.25
"1447","SS25451",6,"Angle.LH_leg.th_ti",0.25
"1448","SS25451",6,"Angle.LH_leg.roll_tr",0.5
"1449","SS25451",6,"Angle.LH_leg.th_ta",0.25
"1450","SS25451",6,"Angle.RF_leg.yaw",0.25
"1451","SS25451",6,"Angle.RF_leg.pitch",0.3
"1452","SS25451",6,"Angle.RF_leg.roll",0.3
"1453","SS25451",6,"Angle.RF_leg.th_fe",0.25
"1454","SS25451",6,"Angle.RF_leg.th_ti",0.25
"1455","SS25451",6,"Angle.RF_leg.roll_tr",0.95
"1456","SS25451",6,"Angle.RF_leg.th_ta",0.95
"1457","SS25451",6,"Angle.RM_leg.yaw",0.25
"1458","SS25451",6,"Angle.RM_leg.pitch",0.95
"1459","SS25451",6,"Angle.RM_leg.roll",0.25
"1460","SS25451",6,"Angle.RM_leg.th_fe",0.25
"1461","SS25451",6,"Angle.RM_leg.th_ti",0.95
"1462","SS25451",6,"Angle.RM_leg.roll_tr",0.35
"1463","SS25451",6,"Angle.RM_leg.th_ta",0.25
"1464","SS25451",6,"Angle.RH_leg.yaw",0.25
"1465","SS25451",6,"Angle.RH_leg.pitch",0.95
"1466","SS25451",6,"Angle.RH_leg.roll",0.35
"1467","SS25451",6,"Angle.RH_leg.th_fe",0.25
"1468","SS25451",6,"Angle.RH_leg.th_ti",0.95
"1469","SS25451",6,"Angle.RH_leg.roll_tr",0.25
"1470","SS25451",6,"Angle.RH_leg.th_ta",0.25
"1471","SS25469",0,"Angle.LF_leg.yaw",0.5
"1472","SS25469",0,"Angle.LF_leg.pitch",0.25
"1473","SS25469",0,"Angle.LF_leg.roll",0.25
"1474","SS25469",0,"Angle.LF_leg.th_fe",0.25
"1475","SS25469",0,"Angle.LF_leg.th_ti",0.25
"1476","SS25469",0,"Angle.LF_leg.roll_tr",0.95
"1477","SS25469",0,"Angle.LF_leg.th_ta",0.95
"1478","SS25469",0,"Angle.LM_leg.yaw",0.95
"1479","SS25469",0,"Angle.LM_leg.pitch",0.55
"1480","SS25469",0,"Angle.LM_leg.roll",0.95
"1481","SS25469",0,"Angle.LM_leg.th_fe",0.25
"1482","SS25469",0,"Angle.LM_leg.th_ti",0.3
"1483","SS25469",0,"Angle.LM_leg.roll_tr",0.95
"1484","SS25469",0,"Angle.LM_leg.th_ta",0.25
"1485","SS25469",0,"Angle.LH_leg.yaw",0.95
"1486","SS25469",0,"Angle.LH_leg.pitch",0.25
"1487","SS25469",0,"Angle.LH_leg.roll",0.25
"1488","SS25469",0,"Angle.LH_leg.th_fe",0.95
"1489","SS25469",0,"Angle.LH_leg.th_ti",0.25
"1490","SS25469",0,"Angle.LH_leg.roll_tr",0.3
"1491","SS25469",0,"Angle.LH_leg.th_ta",0.25
"1492","SS25469",0,"Angle.RF_leg.yaw",0.45
"1493","SS25469",0,"Angle.RF_leg.pitch",0.25
"1494","SS25469",0,"Angle.RF_leg.roll",0.85
"1495","SS25469",0,"Angle.RF_leg.th_fe",0.25
"1496","SS25469",0,"Angle.RF_leg.th_ti",0.25
"1497","SS25469",0,"Angle.RF_leg.roll_tr",0.75
"1498","SS25469",0,"Angle.RF_leg.th_ta",0.95
"1499","SS25469",0,"Angle.RM_leg.yaw",0.95
"1500","SS25469",0,"Angle.RM_leg.pitch",0.25
"1501","SS25469",0,"Angle.RM_leg.roll",0.25
"1502","SS25469",0,"Angle.RM_leg.th_fe",0.95
"1503","SS25469",0,"Angle.RM_leg.th_ti",0.95
"1504","SS25469",0,"Angle.RM_leg.roll_tr",0.25
"1505","SS25469",0,"Angle.RM_leg.th_ta",0.95
"1506","SS25469",0,"Angle.RH_leg.yaw",0.95
"1507","SS25469",0,"Angle.RH_leg.pitch",0.95
"1508","SS25469",0,"Angle.RH_leg.roll",0.25
"1509","SS25469",0,"Angle.RH_leg.th_fe",0.95
"1510","SS25469",0,"Angle.RH_leg.th_ti",0.25
"1511","SS25469",0,"Angle.RH_leg.roll_tr",0.25
"1512","SS25469",0,"Angle.RH_leg.th_ta",0.25
"1513","SS25469",1,"Angle.LF_leg.yaw",0.95
"1514","SS25469",1,"Angle.LF_leg.pitch",0.25
"1515","SS25469",1,"Angle.LF_leg.roll",0.25
"1516","SS25469",1,"Angle.LF_leg.th_fe",0.25
"1517","SS25469",1,"Angle.LF_leg.th_ti",0.75
"1518","SS25469",1,"Angle.LF_leg.roll_tr",0.25
"1519","SS25469",1,"Angle.LF_leg.th_ta",0.25
"1520","SS25469",1,"Angle.LM_leg.yaw",0.95
"1521","SS25469",1,"Angle.LM_leg.pitch",0.95
"1522","SS25469",1,"Angle.LM_leg.roll",0.45
"1523","SS25469",1,"Angle.LM_leg.th_fe",0.55
"1524","SS25469",1,"Angle.LM_leg.th_ti",0.35
"1525","SS25469",1,"Angle.LM_leg.roll_tr",0.4
"1526","SS25469",1,"Angle.LM_leg.th_ta",0.25
"1527","SS25469",1,"Angle.LH_leg.yaw",0.6
"1528","SS25469",1,"Angle.LH_leg.pitch",0.25
"1529","SS25469",1,"Angle.LH_leg.roll",0.25
"1530","SS25469",1,"Angle.LH_leg.th_fe",0.25
"1531","SS25469",1,"Angle.LH_leg.th_ti",0.95
"1532","SS25469",1,"Angle.LH_leg.roll_tr",0.95
"1533","SS25469",1,"Angle.LH_leg.th_ta",0.95
"1534","SS25469",1,"Angle.RF_leg.yaw",0.95
"1535","SS25469",1,"Angle.RF_leg.pitch",0.25
"1536","SS25469",1,"Angle.RF_leg.roll",0.95
"1537","SS25469",1,"Angle.RF_leg.th_fe",0.95
"1538","SS25469",1,"Angle.RF_leg.th_ti",0.95
"1539","SS25469",1,"Angle.RF_leg.roll_tr",0.95
"1540","SS25469",1,"Angle.RF_leg.th_ta",0.3
"1541","SS25469",1,"Angle.RM_leg.yaw",0.95
"1542","SS25469",1,"Angle.RM_leg.pitch",0.25
"1543","SS25469",1,"Angle.RM_leg.roll",0.95
"1544","SS25469",1,"Angle.RM_leg.th_fe",0.25
"1545","SS25469",1,"Angle.RM_leg.th_ti",0.25
"1546","SS25469",1,"Angle.RM_leg.roll_tr",0.25
"1547","SS25469",1,"Angle.RM_leg.th_ta",0.95
"1548","SS25469",1,"Angle.RH_leg.yaw",0.95
"1549","SS25469",1,"Angle.RH_leg.pitch",0.95
"1550","SS25469",1,"Angle.RH_leg.roll",0.95
"1551","SS25469",1,"Angle.RH_leg.th_fe",0.25
"1552","SS25469",1,"Angle.RH_leg.th_ti",0.7
"1553","SS25469",1,"Angle.RH_leg.roll_tr",0.95
"1554","SS25469",1,"Angle.RH_leg.th_ta",0.25
"1555","SS27485",0,"Angle.LF_leg.yaw",0.95
"1556","SS27485",0,"Angle.LF_leg.pitch",0.4
"1557","SS27485",0,"Angle.LF_leg.roll",0.9
"1558","SS27485",0,"Angle.LF_leg.th_fe",0.25
"1559","SS27485",0,"Angle.LF_leg.th_ti",0.25
"1560","SS27485",0,"Angle.LF_leg.roll_tr",0.25
"1561","SS27485",0,"Angle.LF_leg.th_ta",0.25
"1562","SS27485",0,"Angle.LM_leg.yaw",0.95
"1563","SS27485",0,"Angle.LM_leg.pitch",0.25
"1564","SS27485",0,"Angle.LM_leg.roll",0.25
"1565","SS27485",0,"Angle.LM_leg.th_fe",0.55
"1566","SS27485",0,"Angle.LM_leg.th_ti",0.7
"1567","SS27485",0,"Angle.LM_leg.roll_tr",0.25
"1568","SS27485",0,"Angle.LM_leg.th_ta",0.65
"1569","SS27485",0,"Angle.LH_leg.yaw",0.25
"1570","SS27485",0,"Angle.LH_leg.pitch",0.25
"1571","SS27485",0,"Angle.LH_leg.roll",0.25
"1572","SS27485",0,"Angle.LH_leg.th_fe",0.25
"1573","SS27485",0,"Angle.LH_leg.th_ti",0.25
"1574","SS27485",0,"Angle.LH_leg.roll_tr",0.25
"1575","SS27485",0,"Angle.LH_leg.th_ta",0.95
"1576","SS27485",0,"Angle.RF_leg.yaw",0.95
"1577","SS27485",0,"Angle.RF_leg.pitch",0.95
"1578","SS27485",0,"Angle.RF_leg.roll",0.95
"1579","SS27485",0,"Angle.RF_leg.th_fe",0.25
"1580","SS27485",0,"Angle.RF_leg.th_ti",0.25
"1581","SS27485",0,"Angle.RF_leg.roll_tr",0.95
"1582","SS27485",0,"Angle.RF_leg.th_ta",0.8
"1583","SS27485",0,"Angle.RM_leg.yaw",0.95
"1584","SS27485",0,"Angle.RM_leg.pitch",0.25
"1585","SS27485",0,"Angle.RM_leg.roll",0.3
"1586","SS27485",0,"Angle.RM_leg.th_fe",0.25
"1587","SS27485",0,"Angle.RM_leg.th_ti",0.25
"1588","SS27485",0,"Angle.RM_leg.roll_tr",0.35
"1589","SS27485",0,"Angle.RM_leg.th_ta",0.75
"1590","SS27485",0,"Angle.RH_leg.yaw",0.25
"1591","SS27485",0,"Angle.RH_leg.pitch",0.95
"1592","SS27485",0,"Angle.RH_leg.roll",0.25
"1593","SS27485",0,"Angle.RH_leg.th_fe",0.25
"1594","SS27485",0,"Angle.RH_leg.th_ti",0.4
"1595","SS27485",0,"Angle.RH_leg.roll_tr",0.25
"1596","SS27485",0,"Angle.RH_leg.th_ta",0.75
"1597","SS27485",1,"Angle.LF_leg.yaw",0.25
"1598","SS27485",1,"Angle.LF_leg.pitch",0.25
"1599","SS27485",1,"Angle.LF_leg.roll",0.95
"1600","SS27485",1,"Angle.LF_leg.th_fe",0.95
"1601","SS27485",1,"Angle.LF_leg.th_ti",0.95
"1602","SS27485",1,"Angle.LF_leg.roll_tr",0.95
"1603","SS27485",1,"Angle.LF_leg.th_ta",0.95
"1604","SS27485",1,"Angle.LM_leg.yaw",0.25
"1605","SS27485",1,"Angle.LM_leg.pitch",0.95
"1606","SS27485",1,"Angle.LM_leg.roll",0.25
"1607","SS27485",1,"Angle.LM_leg.th_fe",0.25
"1608","SS27485",1,"Angle.LM_leg.th_ti",0.25
"1609","SS27485",1,"Angle.LM_leg.roll_tr",0.25
"1610","SS27485",1,"Angle.LM_leg.th_ta",0.25
"1611","SS27485",1,"Angle.LH_leg.yaw",0.95
"1612","SS27485",1,"Angle.LH_leg.pitch",0.95
"1613","SS27485",1,"Angle.LH_leg.roll",0.95
"1614","SS27485",1,"Angle.LH_leg.th_fe",0.95
"1615","SS27485",1,"Angle.LH_leg.th_ti",0.95
"1616","SS27485",1,"Angle.LH_leg.roll_tr",0.25
"1617","SS27485",1,"Angle.LH_leg.th_ta",0.25
"1618","SS27485",1,"Angle.RF_leg.yaw",0.55
"1619","SS27485",1,"Angle.RF_leg.pitch",0.25
"1620","SS27485",1,"Angle.RF_leg.roll",0.25
"1621","SS27485",1,"Angle.RF_leg.th_fe",0.25
"1622","SS27485",1,"Angle.RF_leg.th_ti",0.25
"1623","SS27485",1,"Angle.RF_leg.roll_tr",0.95
"1624","SS27485",1,"Angle.RF_leg.th_ta",0.25
"1625","SS27485",1,"Angle.RM_leg.yaw",0.25
"1626","SS27485",1,"Angle.RM_leg.pitch",0.3
"1627","SS27485",1,"Angle.RM_leg.roll",0.25
"1628","SS27485",1,"Angle.RM_leg.th_fe",0.25
"1629","SS27485",1,"Angle.RM_leg.th_ti",0.25
"1630","SS27485",1,"Angle.RM_leg.roll_tr",0.95
"1631","SS27485",1,"Angle.RM_leg.th_ta",0.25
"1632","SS27485",1,"Angle.RH_leg.yaw",0.3
"1633","SS27485",1,"Angle.RH_leg.pitch",0.95
"1634","SS27485",1,"Angle.RH_leg.roll",0.95
"1635","SS27485",1,"Angle.RH_leg.th_fe",0.95
"1636","SS27485",1,"Angle.RH_leg.th_ti",0.95
"1637","SS27485",1,"Angle.RH_leg.roll_tr",0.95
"1638","SS27485",1,"Angle.RH_leg.th_ta",0.95
"1639","SS27485",2,"Angle.LF_leg.yaw",0.95
"1640","SS27485",2,"Angle.LF_leg.pitch",0.35
"1641","SS27485",2,"Angle.LF_leg.roll",0.25
"1642","SS27485",2,"Angle.LF_leg.th_fe",0.5
"1643","SS27485",2,"Angle.LF_leg.th_ti",0.25
"1644","SS27485",2,"Angle.LF_leg.roll_tr",0.3
"1645","SS27485",2,"Angle.LF_leg.th_ta",0.3
"1646","SS27485",2,"Angle.LM_leg.yaw",0.25
"1647","SS27485",2,"Angle.LM_leg.pitch",0.25
"1648","SS27485",2,"Angle.LM_leg.roll",0.25
"1649","SS27485",2,"Angle.LM_leg.th_fe",0.35
"1650","SS27485",2,"Angle.LM_leg.th_ti",0.4
"1651","SS27485",2,"Angle.LM_leg.roll_tr",0.25
"1652","SS27485",2,"Angle.LM_leg.th_ta",0.5
"1653","SS27485",2,"Angle.LH_leg.yaw",0.25
"1654","SS27485",2,"Angle.LH_leg.pitch",0.95
"1655","SS27485",2,"Angle.LH_leg.roll",0.95
"1656","SS27485",2,"Angle.LH_leg.th_fe",0.45
"1657","SS27485",2,"Angle.LH_leg.th_ti",0.7
"1658","SS27485",2,"Angle.LH_leg.roll_tr",0.25
"1659","SS27485",2,"Angle.LH_leg.th_ta",0.65
"1660","SS27485",2,"Angle.RF_leg.yaw",0.25
"1661","SS27485",2,"Angle.RF_leg.pitch",0.9
"1662","SS27485",2,"Angle.RF_leg.roll",0.25
"1663","SS27485",2,"Angle.RF_leg.th_fe",0.3
"1664","SS27485",2,"Angle.RF_leg.th_ti",0.25
"1665","SS27485",2,"Angle.RF_leg.roll_tr",0.95
"1666","SS27485",2,"Angle.RF_leg.th_ta",0.65
"1667","SS27485",2,"Angle.RM_leg.yaw",0.95
"1668","SS27485",2,"Angle.RM_leg.pitch",0.95
"1669","SS27485",2,"Angle.RM_leg.roll",0.95
"1670","SS27485",2,"Angle.RM_leg.th_fe",0.25
"1671","SS27485",2,"Angle.RM_leg.th_ti",0.3
"1672","SS27485",2,"Angle.RM_leg.roll_tr",0.25
"1673","SS27485",2,"Angle.RM_leg.th_ta",0.75
"1674","SS27485",2,"Angle.RH_leg.yaw",0.25
"1675","SS27485",2,"Angle.RH_leg.pitch",0.95
"1676","SS27485",2,"Angle.RH_leg.roll",0.95
"1677","SS27485",2,"Angle.RH_leg.th_fe",0.35
"1678","SS27485",2,"Angle.RH_leg.th_ti",0.25
"1679","SS27485",2,"Angle.RH_leg.roll_tr",0.25
"1680","SS27485",2,"Angle.RH_leg.th_ta",0.25
"1681","SS27485",3,"Angle.LF_leg.yaw",0.25
"1682","SS27485",3,"Angle.LF_leg.pitch",0.25
"1683","SS27485",3,"Angle.LF_leg.roll",0.95
"1684","SS27485",3,"Angle.LF_leg.th_fe",0.25
"1685","SS27485",3,"Angle.LF_leg.th_ti",0.95
"1686","SS27485",3,"Angle.LF_leg.roll_tr",0.3
"1687","SS27485",3,"Angle.LF_leg.th_ta",0.25
"1688","SS27485",3,"Angle.LM_leg.yaw",0.25
"1689","SS27485",3,"Angle.LM_leg.pitch",0.25
"1690","SS27485",3,"Angle.LM_leg.roll",0.95
"1691","SS27485",3,"Angle.LM_leg.th_fe",0.25
"1692","SS27485",3,"Angle.LM_leg.th_ti",0.3
"1693","SS27485",3,"Angle.LM_leg.roll_tr",0.95
"1694","SS27485",3,"Angle.LM_leg.th_ta",0.75
"1695","SS27485",3,"Angle.LH_leg.yaw",0.95
"1696","SS27485",3,"Angle.LH_leg.pitch",0.95
"1697","SS27485",3,"Angle.LH_leg.roll",0.65
"1698","SS27485",3,"Angle.LH_leg.th_fe",0.5
"1699","SS27485",3,"Angle.LH_leg.th_ti",0.75
"1700","SS27485",3,"Angle.LH_leg.roll_tr",0.25
"1701","SS27485",3,"Angle.LH_leg.th_ta",0.95
"1702","SS27485",3,"Angle.RF_leg.yaw",0.25
"1703","SS27485",3,"Angle.RF_leg.pitch",0.95
"1704","SS27485",3,"Angle.RF_leg.roll",0.95
"1705","SS27485",3,"Angle.RF_leg.th_fe",0.55
"1706","SS27485",3,"Angle.RF_leg.th_ti",0.95
"1707","SS27485",3,"Angle.RF_leg.roll_tr",0.95
"1708","SS27485",3,"Angle.RF_leg.th_ta",0.25
"1709","SS27485",3,"Angle.RM_leg.yaw",0.25
"1710","SS27485",3,"Angle.RM_leg.pitch",0.4
"1711","SS27485",3,"Angle.RM_leg.roll",0.95
"1712","SS27485",3,"Angle.RM_leg.th_fe",0.25
"1713","SS27485",3,"Angle.RM_leg.th_ti",0.3
"1714","SS27485",3,"Angle.RM_leg.roll_tr",0.25
"1715","SS27485",3,"Angle.RM_leg.th_ta",0.95
"1716","SS27485",3,"Angle.RH_leg.yaw",0.25
"1717","SS27485",3,"Angle.RH_leg.pitch",0.25
"1718","SS27485",3,"Angle.RH_leg.roll",0.95
"1719","SS27485",3,"Angle.RH_leg.th_fe",0.35
"1720","SS27485",3,"Angle.RH_leg.th_ti",0.25
"1721","SS27485",3,"Angle.RH_leg.roll_tr",0.95
"1722","SS27485",3,"Angle.RH_leg.th_ta",0.25
"1723","SS28596",0,"Angle.LF_leg.yaw",0.25
"1724","SS28596",0,"Angle.LF_leg.pitch",0.8
"1725","SS28596",0,"Angle.LF_leg.roll",0.25
"1726","SS28596",0,"Angle.LF_leg.th_fe",0.65
"1727","SS28596",0,"Angle.LF_leg.th_ti",0.85
"1728","SS28596",0,"Angle.LF_leg.roll_tr",0.25
"1729","SS28596",0,"Angle.LF_leg.th_ta",0.25
"1730","SS28596",0,"Angle.LM_leg.yaw",0.45
"1731","SS28596",0,"Angle.LM_leg.pitch",0.95
"1732","SS28596",0,"Angle.LM_leg.roll",0.95
"1733","SS28596",0,"Angle.LM_leg.th_fe",0.8
"1734","SS28596",0,"Angle.LM_leg.th_ti",0.85
"1735","SS28596",0,"Angle.LM_leg.roll_tr",0.95
"1736","SS28596",0,"Angle.LM_leg.th_ta",0.95
"1737","SS28596",0,"Angle.LH_leg.yaw",0.25
"1738","SS28596",0,"Angle.LH_leg.pitch",0.25
"1739","SS28596",0,"Angle.LH_leg.roll",0.95
"1740","SS28596",0,"Angle.LH_leg.th_fe",0.25
"1741","SS28596",0,"Angle.LH_leg.th_ti",0.25
"1742","SS28596",0,"Angle.LH_leg.roll_tr",0.95
"1743","SS28596",0,"Angle.LH_leg.th_ta",0.95
"1744","SS28596",0,"Angle.RF_leg.yaw",0.95
"1745","SS28596",0,"Angle.RF_leg.pitch",0.6
"1746","SS28596",0,"Angle.RF_leg.roll",0.45
"1747","SS28596",0,"Angle.RF_leg.th_fe",0.3
"1748","SS28596",0,"Angle.RF_leg.th_ti",0.95
"1749","SS28596",0,"Angle.RF_leg.roll_tr",0.25
"1750","SS28596",0,"Angle.RF_leg.th_ta",0.25
"1751","SS28596",0,"Angle.RM_leg.yaw",0.25
"1752","SS28596",0,"Angle.RM_leg.pitch",0.6
"1753","SS28596",0,"Angle.RM_leg.roll",0.95
"1754","SS28596",0,"Angle.RM_leg.th_fe",0.7
"1755","SS28596",0,"Angle.RM_leg.th_ti",0.95
"1756","SS28596",0,"Angle.RM_leg.roll_tr",0.95
"1757","SS28596",0,"Angle.RM_leg.th_ta",0.95
"1758","SS28596",0,"Angle.RH_leg.yaw",0.25
"1759","SS28596",0,"Angle.RH_leg.pitch",0.95
"1760","SS28596",0,"Angle.RH_leg.roll",0.9
"1761","SS28596",0,"Angle.RH_leg.th_fe",0.25
"1762","SS28596",0,"Angle.RH_leg.th_ti",0.3
"1763","SS28596",0,"Angle.RH_leg.roll_tr",0.95
"1764","SS28596",0,"Angle.RH_leg.th_ta",0.95
"1765","SS28596",1,"Angle.LF_leg.yaw",0.25
"1766","SS28596",1,"Angle.LF_leg.pitch",0.95
"1767","SS28596",1,"Angle.LF_leg.roll",0.25
"1768","SS28596",1,"Angle.LF_leg.th_fe",0.25
"1769","SS28596",1,"Angle.LF_leg.th_ti",0.25
"1770","SS28596",1,"Angle.LF_leg.roll_tr",0.4
"1771","SS28596",1,"Angle.LF_leg.th_ta",0.25
"1772","SS28596",1,"Angle.LM_leg.yaw",0.25
"1773","SS28596",1,"Angle.LM_leg.pitch",0.45
"1774","SS28596",1,"Angle.LM_leg.roll",0.6
"1775","SS28596",1,"Angle.LM_leg.th_fe",0.25
"1776","SS28596",1,"Angle.LM_leg.th_ti",0.25
"1777","SS28596",1,"Angle.LM_leg.roll_tr",0.25
"1778","SS28596",1,"Angle.LM_leg.th_ta",0.25
"1779","SS28596",1,"Angle.LH_leg.yaw",0.25
"1780","SS28596",1,"Angle.LH_leg.pitch",0.25
"1781","SS28596",1,"Angle.LH_leg.roll",0.25
"1782","SS28596",1,"Angle.LH_leg.th_fe",0.25
"1783","SS28596",1,"Angle.LH_leg.th_ti",0.25
"1784","SS28596",1,"Angle.LH_leg.roll_tr",0.25
"1785","SS28596",1,"Angle.LH_leg.th_ta",0.25
"1786","SS28596",1,"Angle.RF_leg.yaw",0.95
"1787","SS28596",1,"Angle.RF_leg.pitch",0.4
"1788","SS28596",1,"Angle.RF_leg.roll",0.45
"1789","SS28596",1,"Angle.RF_leg.th_fe",0.25
"1790","SS28596",1,"Angle.RF_leg.th_ti",0.25
"1791","SS28596",1,"Angle.RF_leg.roll_tr",0.3
"1792","SS28596",1,"Angle.RF_leg.th_ta",0.25
"1793","SS28596",1,"Angle.RM_leg.yaw",0.35
"1794","SS28596",1,"Angle.RM_leg.pitch",0.95
"1795","SS28596",1,"Angle.RM_leg.roll",0.25
"1796","SS28596",1,"Angle.RM_leg.th_fe",0.25
"1797","SS28596",1,"Angle.RM_leg.th_ti",0.25
"1798","SS28596",1,"Angle.RM_leg.roll_tr",0.8
"1799","SS28596",1,"Angle.RM_leg.th_ta",0.25
"1800","SS28596",1,"Angle.RH_leg.yaw",0.95
"1801","SS28596",1,"Angle.RH_leg.pitch",0.9
"1802","SS28596",1,"Angle.RH_leg.roll",0.75
"1803","SS28596",1,"Angle.RH_leg.th_fe",0.8
"1804","SS28596",1,"Angle.RH_leg.th_ti",0.25
"1805","SS28596",1,"Angle.RH_leg.roll_tr",0.95
"1806","SS28596",1,"Angle.RH_leg.th_ta",0.7
"1807","SS28596",2,"Angle.LF_leg.yaw",0.25
"1808","SS28596",2,"Angle.LF_leg.pitch",0.6
"1809","SS28596",2,"Angle.LF_leg.roll",0.25
"1810","SS28596",2,"Angle.LF_leg.th_fe",0.25
"1811","SS28596",2,"Angle.LF_leg.th_ti",0.25
"1812","SS28596",2,"Angle.LF_leg.roll_tr",0.95
"1813","SS28596",2,"Angle.LF_leg.th_ta",0.25
"1814","SS28596",2,"Angle.LM_leg.yaw",0.95
"1815","SS28596",2,"Angle.LM_leg.pitch",0.25
"1816","SS28596",2,"Angle.LM_leg.roll",0.95
"1817","SS28596",2,"Angle.LM_leg.th_fe",0.25
"1818","SS28596",2,"Angle.LM_leg.th_ti",0.25
"1819","SS28596",2,"Angle.LM_leg.roll_tr",0.25
"1820","SS28596",2,"Angle.LM_leg.th_ta",0.25
"1821","SS28596",2,"Angle.LH_leg.yaw",0.3
"1822","SS28596",2,"Angle.LH_leg.pitch",0.35
"1823","SS28596",2,"Angle.LH_leg.roll",0.55
"1824","SS28596",2,"Angle.LH_leg.th_fe",0.25
"1825","SS28596",2,"Angle.LH_leg.th_ti",0.25
"1826","SS28596",2,"Angle.LH_leg.roll_tr",0.25
"1827","SS28596",2,"Angle.LH_leg.th_ta",0.25
"1828","SS28596",2,"Angle.RF_leg.yaw",0.25
"1829","SS28596",2,"Angle.RF_leg.pitch",0.25
"1830","SS28596",2,"Angle.RF_leg.roll",0.25
"1831","SS28596",2,"Angle.RF_leg.th_fe",0.25
"1832","SS28596",2,"Angle.RF_leg.th_ti",0.25
"1833","SS28596",2,"Angle.RF_leg.roll_tr",0.35
"1834","SS28596",2,"Angle.RF_leg.th_ta",0.25
"1835","SS28596",2,"Angle.RM_leg.yaw",0.25
"1836","SS28596",2,"Angle.RM_leg.pitch",0.95
"1837","SS28596",2,"Angle.RM_leg.roll",0.95
"1838","SS28596",2,"Angle.RM_leg.th_fe",0.25
"1839","SS28596",2,"Angle.RM_leg.th_ti",0.25
"1840","SS28596",2,"Angle.RM_leg.roll_tr",0.95
"1841","SS28596",2,"Angle.RM_leg.th_ta",0.25
"1842","SS28596",2,"Angle.RH_leg.yaw",0.55
"1843","SS28596",2,"Angle.RH_leg.pitch",0.95
"1844","SS28596",2,"Angle.RH_leg.roll",0.95
"1845","SS28596",2,"Angle.RH_leg.th_fe",0.95
"1846","SS28596",2,"Angle.RH_leg.th_ti",0.95
"1847","SS28596",2,"Angle.RH_leg.roll_tr",0.95
"1848","SS28596",2,"Angle.RH_leg.th_ta",0.25
"1849","SS28596",3,"Angle.LF_leg.yaw",0.25
"1850","SS28596",3,"Angle.LF_leg.pitch",0.25
"1851","SS28596",3,"Angle.LF_leg.roll",0.25
"1852","SS28596",3,"Angle.LF_leg.th_fe",0.4
"1853","SS28596",3,"Angle.LF_leg.th_ti",0.25
"1854","SS28596",3,"Angle.LF_leg.roll_tr",0.25
"1855","SS28596",3,"Angle.LF_leg.th_ta",0.25
"1856","SS28596",3,"Angle.LM_leg.yaw",0.25
"1857","SS28596",3,"Angle.LM_leg.pitch",0.6
"1858","SS28596",3,"Angle.LM_leg.roll",0.3
"1859","SS28596",3,"Angle.LM_leg.th_fe",0.25
"1860","SS28596",3,"Angle.LM_leg.th_ti",0.25
"1861","SS28596",3,"Angle.LM_leg.roll_tr",0.75
"1862","SS28596",3,"Angle.LM_leg.th_ta",0.25
"1863","SS28596",3,"Angle.LH_leg.yaw",0.35
"1864","SS28596",3,"Angle.LH_leg.pitch",0.25
"1865","SS28596",3,"Angle.LH_leg.roll",0.25
"1866","SS28596",3,"Angle.LH_leg.th_fe",0.25
"1867","SS28596",3,"Angle.LH_leg.th_ti",0.25
"1868","SS28596",3,"Angle.LH_leg.roll_tr",0.95
"1869","SS28596",3,"Angle.LH_leg.th_ta",0.25
"1870","SS28596",3,"Angle.RF_leg.yaw",0.25
